# Processed galaxy data ready for 3D visualization
# Columns: x, y, z (3D coordinates), g_mag (brightness), red, green, blue (colors), galaxy_type
# Coordinates are centered and scaled for optimal visualization
x,y,z,g_mag,red,green,blue,galaxy_type
-2.081,0.894,-0.415,17.46,1.0,0.471,1.0,irregular
-22.673,0.339,1.958,17.87,1.0,0.839,0.362,elliptical
-31.526,-2.387,1.844,18.27,0.468,0.875,1.0,spiral
23.164,0.039,-0.781,16.18,1.0,1.0,0.389,elliptical
-6.426,0.69,0.978,17.17,1.0,0.821,0.154,elliptical
18.033,0.052,-0.51,17.3,1.0,0.715,1.0,irregular
2.292,0.262,-0.575,18.02,0.392,0.96,1.0,spiral
-10.015,-0.598,-1.065,18.61,1.0,0.651,0.181,elliptical
-29.342,-2.333,-0.484,18.91,0.441,0.935,1.0,spiral
-28.002,1.811,1.99,19.58,1.0,0.6,0.262,elliptical
23.163,-0.039,-0.788,15.84,0.445,1.0,1.0,spiral
-9.805,-1.468,1.447,17.95,0.517,1.0,1.0,spiral
-47.581,1.622,4.59,20.29,0.291,0.678,0.947,spiral
23.054,0.009,-0.82,17.1,0.455,1.0,1.0,spiral
21.556,-0.011,-0.807,18.05,0.267,0.963,1.0,spiral
-20.392,0.212,0.143,19.78,0.311,0.777,0.944,spiral
-18.002,1.096,0.793,18.71,1.0,0.634,0.172,elliptical
-17.928,-0.687,-0.043,16.85,1.0,0.888,0.318,elliptical
9.355,-0.097,-0.661,18.1,0.314,1.0,1.0,spiral
8.315,0.622,-0.045,18.95,0.266,0.804,1.0,spiral
21.449,-0.006,-0.792,16.95,1.0,0.718,1.0,irregular
-3.364,0.941,-0.358,17.42,0.312,1.0,1.0,spiral
-27.513,0.725,1.58,20.88,0.121,0.695,0.637,dwarf
23.163,0.029,-0.791,16.71,1.0,0.714,1.0,irregular
-41.772,2.594,4.321,19.66,0.245,1.0,0.778,dwarf
13.87,-0.005,-0.183,18.12,1.0,0.856,0.133,elliptical
-16.109,-1.007,-1.018,18.52,0.304,0.755,1.0,spiral
-4.862,-1.043,-0.481,16.41,1.0,0.882,0.257,elliptical
7.001,0.209,-0.674,18.19,1.0,0.648,0.967,irregular
-26.976,1.729,1.04,19.99,0.125,0.816,0.719,dwarf
-19.74,1.361,-0.916,18.98,1.0,0.457,0.877,irregular
21.775,-0.05,-0.684,18.85,0.241,0.894,1.0,spiral
23.161,-0.021,-0.847,17.41,0.29,0.98,1.0,spiral
11.076,0.506,-0.938,16.83,1.0,1.0,0.198,elliptical
23.163,-0.004,-0.78,16.3,0.594,1.0,1.0,spiral
19.105,0.191,-0.562,18.58,0.471,0.942,1.0,spiral
23.161,0.028,-0.853,16.25,1.0,1.0,0.281,elliptical
-17.068,0.844,2.245,18.61,1.0,0.612,0.971,irregular
8.422,0.576,-0.02,17.97,1.0,0.751,0.258,elliptical
-8.195,1.292,1.529,18.13,0.304,1.0,1.0,spiral
-31.187,-1.821,2.555,20.18,0.286,0.773,1.0,spiral
-4.507,0.58,0.824,18.15,1.0,0.864,0.303,elliptical
9.785,-0.32,-0.916,16.26,0.35,1.0,1.0,spiral
22.413,-0.07,-0.83,16.35,1.0,0.642,1.0,irregular
19.098,-0.208,-0.881,17.82,0.306,0.846,1.0,spiral
-24.837,-1.322,3.01,18.96,0.266,0.911,1.0,spiral
18.455,-0.186,-0.8,19.12,1.0,0.581,0.189,elliptical
-18.475,-0.413,-0.905,18.75,0.37,0.96,1.0,spiral
7.466,-0.233,0.285,18.89,0.294,0.725,1.0,spiral
9.493,-0.028,0.133,17.89,1.0,0.926,0.23,elliptical
-19.097,1.252,2.26,18.32,0.4,0.984,1.0,spiral
23.161,0.017,-0.823,17.04,1.0,0.932,0.355,elliptical
-12.871,-0.851,0.639,17.14,1.0,0.887,0.409,elliptical
23.164,-0.008,-0.769,17.45,1.0,0.86,0.362,elliptical
-25.787,1.362,1.535,18.71,1.0,0.483,1.0,irregular
13.421,-0.084,-0.81,17.83,0.53,1.0,1.0,spiral
-15.078,-0.086,1.661,18.62,0.309,0.801,1.0,spiral
18.134,-0.136,-0.677,18.97,0.287,0.859,1.0,spiral
23.162,0.014,-0.807,17.64,0.428,0.84,1.0,spiral
-15.89,1.133,-0.441,18.89,0.296,1.0,0.778,dwarf
23.161,-0.011,-0.856,17.98,0.491,1.0,1.0,spiral
-20.688,-1.809,-0.744,17.05,0.433,0.956,1.0,spiral
23.162,-0.013,-0.807,16.09,1.0,0.853,0.202,elliptical
-1.522,-0.894,0.339,16.29,1.0,0.549,1.0,irregular
13.33,0.467,-0.485,18.95,1.0,0.554,1.0,irregular
4.883,-0.26,0.101,18.32,1.0,0.865,0.181,elliptical
20.069,0.158,-0.574,17.33,0.48,1.0,1.0,spiral
23.162,0.015,-0.814,18.27,0.484,0.775,1.0,spiral
23.162,-0.036,-0.818,16.16,0.432,1.0,1.0,spiral
-3.809,0.321,-0.536,18.44,1.0,0.748,0.2,elliptical
-27.751,1.983,-0.835,20.2,0.215,0.958,0.725,dwarf
-21.655,1.728,-0.677,18.3,1.0,0.735,0.382,elliptical
23.162,0.041,-0.854,17.68,1.0,0.709,0.41,elliptical
23.163,0.038,-0.789,17.71,0.374,1.0,1.0,spiral
-19.865,-0.516,-0.859,18.45,0.378,0.975,1.0,spiral
-23.609,0.574,-0.415,17.99,1.0,0.735,0.257,elliptical
-15.898,-0.329,2.2,18.95,0.332,0.85,1.0,spiral
-34.081,1.05,0.418,19.28,0.432,0.891,1.0,spiral
23.161,0.016,-0.854,18.09,0.502,1.0,1.0,spiral
-79.656,2.828,4.045,18.98,1.0,0.585,0.134,elliptical
23.162,0.038,-0.822,15.86,0.654,1.0,1.0,spiral
22.627,-0.048,-0.814,14.0,0.58,1.0,1.0,spiral
23.162,-0.043,-0.811,15.09,1.0,1.0,0.237,elliptical
-29.065,1.057,2.493,16.96,1.0,0.838,0.355,elliptical
3.611,-0.293,0.364,18.33,0.361,0.943,1.0,spiral
-41.167,0.688,2.865,19.98,0.239,0.644,1.0,spiral
14.603,0.289,-0.718,17.51,0.429,1.0,1.0,spiral
-35.176,0.588,2.647,19.95,1.0,0.395,0.797,irregular
5.821,-0.085,-0.741,18.89,1.0,0.615,0.165,elliptical
-12.252,-1.254,1.884,16.09,1.0,0.952,0.174,elliptical
23.161,-0.029,-0.848,18.72,1.0,0.765,0.131,elliptical
23.162,0.024,-0.828,15.88,1.0,1.0,0.337,elliptical
1.184,-0.77,0.815,16.55,0.477,1.0,1.0,spiral
-18.471,-0.63,-1.07,17.27,1.0,0.657,1.0,irregular
23.162,0.035,-0.809,15.87,1.0,1.0,0.227,elliptical
-26.179,-0.526,-1.259,19.64,1.0,0.474,0.865,irregular
6.172,0.302,0.156,17.87,1.0,0.517,1.0,irregular
-45.098,-0.155,1.225,19.04,1.0,0.55,0.923,irregular
-6.068,0.996,1.392,20.54,0.323,0.723,0.945,spiral
-22.851,0.86,-0.096,18.98,0.394,0.934,1.0,spiral
-9.307,-1.035,1.086,18.5,0.294,0.95,1.0,spiral
23.162,0.044,-0.846,15.58,1.0,1.0,0.358,elliptical
11.938,0.424,-0.382,16.75,1.0,0.848,0.18,elliptical
2.669,0.751,0.568,17.76,1.0,0.716,0.188,elliptical
-18.278,1.287,1.635,20.13,0.346,0.658,0.888,spiral
-0.963,0.555,0.904,17.0,1.0,0.977,0.208,elliptical
23.161,0.028,-0.854,16.88,1.0,0.927,0.377,elliptical
16.527,0.192,-0.849,18.83,1.0,0.47,0.843,irregular
-48.498,1.4,1.633,20.81,0.205,0.67,0.833,spiral
23.162,-0.002,-0.809,16.67,0.367,1.0,1.0,spiral
-47.359,-3.031,2.102,18.99,0.408,0.905,1.0,spiral
7.902,-0.002,0.403,18.23,0.344,0.855,1.0,spiral
23.162,-0.042,-0.826,15.94,1.0,0.85,0.245,elliptical
-1.848,-0.877,0.257,20.33,0.893,0.295,0.785,irregular
9.152,0.181,-0.255,17.68,1.0,0.962,0.359,elliptical
-26.989,1.766,0.601,18.79,1.0,0.706,0.154,elliptical
23.163,-0.036,-0.798,17.5,0.34,0.972,1.0,spiral
23.162,-0.014,-0.813,17.48,1.0,0.754,0.159,elliptical
-49.696,2.288,-0.863,19.76,0.323,0.675,0.982,spiral
23.162,0.031,-0.855,16.61,1.0,1.0,0.298,elliptical
-7.436,-0.786,-0.253,17.53,1.0,0.755,0.298,elliptical
9.163,-0.621,-0.261,17.0,1.0,0.865,0.237,elliptical
2.947,-0.127,-0.039,17.77,1.0,0.829,0.383,elliptical
23.163,-0.026,-0.784,16.61,0.533,1.0,1.0,spiral
2.937,0.522,-0.787,17.11,1.0,0.848,0.232,elliptical
-37.398,-1.739,-0.853,16.41,1.0,0.972,0.331,elliptical
10.964,0.319,-0.664,16.83,0.468,1.0,1.0,spiral
4.65,0.441,-0.572,18.79,0.308,0.917,1.0,spiral
12.78,-0.179,-0.819,19.16,0.231,0.886,1.0,spiral
2.66,-0.697,0.458,16.74,1.0,0.786,0.454,elliptical
-59.547,-0.833,1.314,18.81,1.0,0.686,0.123,elliptical
13.338,0.391,-0.24,16.73,1.0,1.0,0.239,elliptical
23.164,-0.032,-0.775,17.13,1.0,0.895,0.314,elliptical
-14.13,-0.199,1.387,19.67,1.0,0.68,0.185,elliptical
-17.631,1.714,1.417,18.23,1.0,0.776,0.278,elliptical
23.162,0.018,-0.823,15.6,1.0,1.0,0.38,elliptical
12.043,-0.434,-0.447,17.63,0.444,0.868,1.0,spiral
-36.988,-0.716,-0.392,18.25,1.0,0.72,0.225,elliptical
23.162,0.04,-0.816,17.16,0.584,1.0,1.0,spiral
-8.243,-0.618,1.112,17.37,0.335,0.989,1.0,spiral
14.712,0.309,-0.671,17.24,0.41,1.0,1.0,spiral
3.368,0.564,-0.657,19.01,1.0,0.782,0.263,elliptical
-15.138,0.34,0.372,17.86,1.0,0.754,0.188,elliptical
23.163,-0.03,-0.791,18.54,1.0,0.773,0.297,elliptical
-28.408,1.051,2.7,20.37,0.275,0.853,0.666,dwarf
-12.365,1.44,1.711,18.66,1.0,0.428,0.938,irregular
-38.346,0.864,1.2,17.36,1.0,0.891,0.202,elliptical
-22.112,0.613,-0.918,18.38,1.0,0.776,0.295,elliptical
4.05,-0.181,0.539,16.96,0.362,1.0,1.0,spiral
-15.33,-1.255,0.488,19.46,1.0,0.345,0.963,irregular
2.759,-0.682,0.31,18.68,0.338,0.821,1.0,spiral
-4.108,-1.172,-0.565,20.93,0.813,0.353,0.656,irregular
-23.704,0.529,0.333,17.98,1.0,0.41,1.0,irregular
11.821,-0.377,-0.855,16.53,1.0,0.825,0.448,elliptical
23.162,-0.003,-0.812,17.02,1.0,0.479,1.0,irregular
20.061,-0.129,-0.728,17.27,1.0,0.932,0.198,elliptical
23.161,0.008,-0.842,16.47,1.0,0.826,0.334,elliptical
0.362,0.002,-0.789,19.98,0.224,0.766,0.959,spiral
-19.311,0.082,2.508,17.88,1.0,0.755,0.327,elliptical
23.163,-0.046,-0.811,17.65,1.0,0.42,1.0,irregular
-10.66,0.388,-1.105,20.21,0.873,0.39,0.77,irregular
12.062,-0.041,0.052,20.3,0.285,0.599,1.0,spiral
16.325,-0.052,-0.38,18.28,0.137,1.0,0.82,dwarf
18.456,-0.238,-0.82,17.34,0.297,0.912,1.0,spiral
9.692,0.473,-0.304,16.43,0.415,1.0,1.0,spiral
-6.459,-0.436,0.428,17.61,1.0,0.943,0.405,elliptical
-44.892,-1.182,0.475,20.33,0.143,0.91,0.609,dwarf
17.488,-0.029,-0.826,15.81,1.0,0.826,1.0,irregular
-27.118,1.67,-1.281,19.75,0.158,0.856,0.697,dwarf
-60.549,-2.231,2.629,20.3,0.975,0.657,0.099,elliptical
-5.624,0.401,-0.262,18.09,1.0,0.481,1.0,irregular
23.163,-0.043,-0.807,18.09,0.307,0.954,1.0,spiral
0.18,-0.146,0.39,17.8,0.466,0.841,1.0,spiral
15.894,-0.059,-0.422,16.39,1.0,0.882,0.296,elliptical
-56.347,-0.296,0.985,17.16,0.398,1.0,1.0,spiral
23.163,-0.024,-0.792,15.56,0.509,1.0,1.0,spiral
8.39,-0.088,-0.914,17.87,1.0,0.744,0.303,elliptical
-18.327,0.868,0.843,16.19,0.341,1.0,1.0,spiral
-18.608,-0.612,1.748,18.01,1.0,0.932,0.31,elliptical
23.162,-0.02,-0.806,15.22,0.412,1.0,1.0,spiral
-1.744,-0.791,0.239,19.3,0.194,1.0,0.864,dwarf
18.88,-0.088,-0.819,17.35,1.0,0.78,0.397,elliptical
23.161,-0.026,-0.827,19.75,0.27,0.973,0.672,dwarf
19.003,0.113,-0.445,19.39,0.221,0.794,1.0,spiral
-3.46,-1.185,-0.257,19.38,1.0,0.637,0.181,elliptical
2.117,0.115,0.52,17.28,1.0,0.856,0.409,elliptical
-17.856,-0.645,1.764,17.24,0.297,1.0,1.0,spiral
6.693,-0.058,-0.116,17.53,1.0,0.813,0.172,elliptical
3.253,0.08,-0.687,16.66,1.0,1.0,0.246,elliptical
-7.305,-1.106,0.298,20.98,0.195,0.678,0.524,dwarf
23.162,0.006,-0.795,16.83,0.547,1.0,1.0,spiral
-32.273,2.069,2.174,19.23,0.336,0.871,1.0,spiral
23.163,0.023,-0.78,17.02,0.383,1.0,1.0,spiral
-33.566,-0.382,-1.3,19.26,0.225,0.869,1.0,spiral
-26.276,-0.191,0.342,19.88,1.0,0.342,0.825,irregular
-48.255,-2.653,3.724,18.04,1.0,0.578,1.0,irregular
-1.445,-0.728,-0.474,18.46,0.423,0.886,1.0,spiral
-7.737,-0.487,0.595,18.21,1.0,0.579,0.93,irregular
23.165,-0.047,-0.769,17.02,1.0,0.892,0.369,elliptical
-10.334,0.505,-0.348,20.61,0.156,0.754,0.616,dwarf
-43.364,-2.808,4.468,18.04,1.0,0.806,0.227,elliptical
-19.416,1.332,-0.314,17.31,1.0,0.895,0.186,elliptical
-6.984,-0.036,0.726,17.57,1.0,0.857,0.185,elliptical
23.163,-0.041,-0.8,16.19,0.466,1.0,1.0,spiral
23.163,0.012,-0.782,18.71,1.0,0.719,0.204,elliptical
23.161,0.0,-0.83,16.66,1.0,1.0,0.267,elliptical
-16.871,0.094,-0.79,17.25,1.0,0.73,0.372,elliptical
18.136,-0.101,-0.595,17.81,0.34,0.875,1.0,spiral
10.263,0.538,0.249,17.47,1.0,0.949,0.233,elliptical
23.161,0.023,-0.852,16.03,0.516,1.0,1.0,spiral
8.319,-0.631,0.025,19.75,0.277,0.694,1.0,spiral
-11.412,-0.145,-0.882,17.84,1.0,0.691,0.218,elliptical
-26.157,-1.109,2.645,17.58,1.0,0.917,0.209,elliptical
-19.832,-0.252,0.921,18.67,1.0,0.803,0.217,elliptical
-22.436,-0.318,-0.913,17.57,0.51,0.934,1.0,spiral
-58.002,1.274,2.504,19.08,1.0,0.692,0.302,elliptical
11.525,-0.423,-0.065,17.86,1.0,0.637,1.0,irregular
23.165,0.037,-0.769,15.79,1.0,0.869,0.242,elliptical
23.163,0.043,-0.794,17.45,1.0,0.965,0.276,elliptical
11.635,-0.03,0.084,16.1,1.0,0.921,0.421,elliptical
17.811,-0.12,-0.771,15.17,0.662,1.0,1.0,spiral
-6.493,-0.843,1.522,15.54,1.0,1.0,0.338,elliptical
23.162,0.014,-0.815,15.45,0.658,1.0,1.0,spiral
7.979,0.013,-0.092,16.21,1.0,1.0,0.45,elliptical
-15.146,0.98,-0.863,18.62,1.0,0.772,0.249,elliptical
-45.555,-0.529,-0.887,20.54,0.146,0.871,0.64,dwarf
23.161,-0.001,-0.844,16.39,1.0,0.959,0.253,elliptical
23.165,-0.046,-0.766,19.55,1.0,0.416,0.762,irregular
7.763,0.466,-0.323,19.23,0.341,0.742,1.0,spiral
4.025,-0.563,-0.047,16.22,1.0,1.0,0.253,elliptical
8.833,0.67,-0.869,17.64,1.0,0.795,0.349,elliptical
-22.94,1.743,-0.689,17.14,1.0,1.0,0.285,elliptical
23.162,0.032,-0.82,16.45,0.539,1.0,1.0,spiral
-18.445,1.617,-0.646,20.54,0.158,0.74,0.554,dwarf
15.245,-0.066,-0.554,18.63,1.0,0.634,0.196,elliptical
1.449,0.607,-0.236,16.76,1.0,0.858,0.408,elliptical
-25.929,0.757,1.022,19.22,1.0,0.456,0.942,irregular
23.162,0.029,-0.834,16.0,1.0,0.988,0.237,elliptical
23.163,0.039,-0.806,15.59,1.0,0.883,0.338,elliptical
-2.086,0.817,-1.041,18.38,0.404,0.775,1.0,spiral
-33.459,0.618,-0.863,17.93,0.3,0.944,1.0,spiral
-13.297,0.604,0.827,17.12,1.0,0.775,0.2,elliptical
-38.553,2.355,-0.352,18.73,1.0,0.808,0.185,elliptical
-14.298,0.136,-0.296,16.85,1.0,0.987,0.153,elliptical
23.164,0.034,-0.771,18.03,1.0,0.732,0.389,elliptical
-9.052,-0.39,-0.378,17.06,1.0,1.0,0.326,elliptical
-31.854,-0.415,-0.595,17.43,1.0,0.572,1.0,irregular
-23.486,0.687,2.581,19.08,1.0,0.443,0.862,irregular
23.162,0.028,-0.836,17.27,0.477,1.0,1.0,spiral
0.695,0.052,-0.109,16.29,1.0,0.978,0.405,elliptical
-24.964,-1.881,-0.067,18.0,1.0,0.633,1.0,irregular
-21.456,-1.236,-1.079,18.66,1.0,0.425,1.0,irregular
-24.349,-0.541,0.214,20.2,0.37,0.6,0.959,spiral
23.162,-0.037,-0.809,18.8,0.416,0.724,1.0,spiral
4.168,-0.392,0.656,17.12,1.0,0.655,1.0,irregular
23.164,-0.015,-0.764,16.67,1.0,1.0,0.251,elliptical
8.007,-0.471,0.27,19.54,0.258,0.738,1.0,spiral
23.161,-0.022,-0.824,16.2,0.604,1.0,1.0,spiral
-28.56,0.801,2.037,18.95,1.0,0.366,0.826,irregular
23.162,0.028,-0.819,17.17,1.0,0.955,0.402,elliptical
1.772,-0.917,-0.951,17.37,0.356,0.924,1.0,spiral
12.161,0.076,-0.079,18.0,1.0,0.667,0.264,elliptical
-30.517,-1.471,1.114,19.05,0.273,0.895,1.0,spiral
-8.948,0.107,-0.515,17.45,0.547,1.0,1.0,spiral
8.002,0.641,0.096,18.24,1.0,0.65,0.274,elliptical
-20.825,0.685,-1.157,19.47,0.256,0.694,1.0,spiral
7.858,-0.033,-0.495,17.86,1.0,0.422,1.0,irregular
-32.447,0.34,1.556,20.96,0.907,0.401,0.591,irregular
-18.609,-1.423,1.393,18.75,1.0,0.754,0.13,elliptical
-34.593,1.58,0.884,18.84,1.0,0.46,0.892,irregular
23.162,-0.031,-0.831,18.6,0.295,0.977,1.0,spiral
-25.508,0.208,0.948,19.78,0.979,0.48,0.788,irregular
-1.222,0.944,-0.407,17.23,1.0,0.981,0.197,elliptical
-0.309,-0.704,0.979,17.8,1.0,0.907,0.348,elliptical
8.307,0.291,-0.028,19.57,1.0,0.503,0.785,irregular
-18.679,1.197,2.111,15.88,0.661,1.0,1.0,spiral
23.162,0.027,-0.827,15.8,0.45,1.0,1.0,spiral
7.346,0.166,0.087,18.11,0.507,0.825,1.0,spiral
-36.44,1.308,-0.085,20.05,0.324,0.759,0.922,spiral
5.931,-0.227,-0.636,17.29,1.0,0.915,0.424,elliptical
-37.774,0.184,2.221,17.27,0.382,1.0,1.0,spiral
22.412,-0.005,-0.862,15.77,1.0,0.912,0.433,elliptical
23.163,0.002,-0.788,17.26,1.0,0.831,0.376,elliptical
17.617,-0.165,-0.339,19.73,0.947,0.637,0.237,elliptical
-22.491,0.896,1.181,18.17,1.0,0.407,0.967,irregular
22.413,-0.063,-0.824,17.58,1.0,0.762,0.193,elliptical
-4.12,0.845,-1.041,18.21,1.0,0.673,0.389,elliptical
4.348,0.719,-0.135,16.7,0.344,1.0,1.0,spiral
-0.798,0.94,-0.769,18.49,0.388,0.826,1.0,spiral
-13.527,1.384,-1.054,17.74,0.531,1.0,1.0,spiral
23.163,0.029,-0.781,17.13,0.583,1.0,1.0,spiral
-10.336,0.622,-0.728,16.91,0.414,1.0,1.0,spiral
-10.621,0.591,0.751,17.87,1.0,0.845,0.199,elliptical
1.907,-0.513,0.493,18.73,0.37,0.77,1.0,spiral
15.145,-0.104,-0.389,17.73,1.0,0.84,0.259,elliptical
1.122,0.133,-0.171,18.14,1.0,0.858,0.37,elliptical
0.391,-0.169,0.324,18.81,0.203,1.0,0.761,dwarf
2.864,-0.83,0.171,19.1,0.401,0.753,1.0,spiral
-17.515,-0.63,2.05,19.26,1.0,0.743,0.193,elliptical
10.428,-0.301,-0.693,18.01,0.423,0.904,1.0,spiral
-3.585,-0.11,0.004,20.11,1.0,0.335,0.852,irregular
12.03,-0.126,-0.867,18.91,0.401,0.782,1.0,spiral
-8.708,1.353,-0.863,19.12,1.0,0.748,0.185,elliptical
-17.137,0.748,1.144,19.3,0.238,0.674,1.0,spiral
-7.558,0.153,-0.723,17.89,1.0,0.857,0.394,elliptical
4.679,-0.843,-0.011,19.02,0.279,0.747,1.0,spiral
-36.445,-0.375,0.383,19.78,0.314,0.704,1.0,spiral
22.519,-0.013,-0.859,17.03,1.0,0.983,0.407,elliptical
0.801,0.561,-0.419,18.33,1.0,0.668,0.244,elliptical
8.184,0.283,-0.425,17.92,0.382,0.956,1.0,spiral
0.619,-0.643,0.416,18.64,0.443,0.788,1.0,spiral
23.164,0.038,-0.777,17.24,1.0,0.926,0.195,elliptical
23.162,-0.003,-0.797,14.86,0.617,1.0,1.0,spiral
23.055,0.038,-0.827,18.21,0.346,0.884,1.0,spiral
-26.344,0.114,1.463,20.13,0.266,0.704,0.924,spiral
-45.176,-2.5,0.6,17.43,0.505,0.947,1.0,spiral
23.162,0.016,-0.815,15.9,0.588,1.0,1.0,spiral
14.622,0.312,-0.24,17.2,0.434,0.987,1.0,spiral
-3.142,0.794,0.095,16.81,0.445,1.0,1.0,spiral
20.808,0.02,-0.728,15.59,0.556,1.0,1.0,spiral
-16.949,0.081,0.706,20.85,0.182,0.842,0.603,dwarf
23.164,-0.015,-0.763,14.94,0.514,1.0,1.0,spiral
-8.247,0.265,1.13,19.84,1.0,0.679,0.298,elliptical
-4.208,-1.162,-0.122,19.11,0.381,0.737,1.0,spiral
0.148,0.088,-0.827,18.35,0.388,0.904,1.0,spiral
4.447,-0.601,-0.254,18.1,1.0,0.798,0.267,elliptical
-8.209,0.992,1.49,19.2,0.366,0.718,1.0,spiral
-5.049,-0.397,0.79,17.69,1.0,0.667,1.0,irregular
23.164,-0.011,-0.763,17.86,1.0,0.456,1.0,irregular
6.822,0.617,0.114,20.21,0.257,0.672,1.0,spiral
23.164,0.0,-0.768,16.92,0.558,1.0,1.0,spiral
19.098,0.111,-0.66,16.75,1.0,1.0,0.451,elliptical
23.164,0.038,-0.784,18.38,0.457,0.833,1.0,spiral
-6.477,0.224,-0.03,18.4,1.0,0.81,0.361,elliptical
3.606,-0.502,0.205,19.4,0.283,0.74,1.0,spiral
13.858,-0.341,-0.563,15.92,0.454,1.0,1.0,spiral
-16.637,-0.859,0.104,20.61,0.193,0.666,0.926,spiral
19.419,0.065,-0.659,16.86,0.446,0.978,1.0,spiral
17.819,0.17,-0.539,15.24,0.462,1.0,1.0,spiral
-32.648,-1.752,1.235,19.2,1.0,0.599,0.149,elliptical
18.679,0.18,-0.504,18.02,0.392,0.856,1.0,spiral
12.794,-0.454,-0.451,16.42,1.0,1.0,0.233,elliptical
23.163,-0.044,-0.805,16.44,1.0,0.886,0.399,elliptical
-4.373,0.925,1.115,19.61,0.366,0.745,1.0,spiral
15.149,-0.387,-0.476,16.7,1.0,0.941,0.175,elliptical
10.545,0.484,-0.44,15.87,1.0,0.56,1.0,irregular
12.565,0.008,-0.781,18.84,1.0,0.379,0.871,irregular
-11.928,0.806,0.004,20.12,1.0,0.459,0.865,irregular
12.172,0.072,0.083,18.46,1.0,0.637,0.371,elliptical
18.567,0.011,-0.533,15.41,0.516,1.0,1.0,spiral
10.532,0.173,-0.786,15.89,1.0,0.913,0.431,elliptical
12.676,-0.32,-0.817,15.93,0.641,1.0,1.0,spiral
0.6,-0.479,0.106,19.48,0.281,0.726,1.0,spiral
-10.533,-0.384,0.346,17.75,1.0,0.593,1.0,irregular
3.04,-0.172,-0.596,19.3,0.437,0.779,1.0,spiral
-25.072,1.896,-0.2,20.76,0.2,0.802,0.57,dwarf
23.162,-0.044,-0.849,16.44,1.0,0.726,1.0,irregular
15.146,0.174,-0.395,19.73,0.404,0.656,1.0,spiral
2.312,0.042,0.167,16.9,0.457,1.0,1.0,spiral
-1.028,0.226,-0.99,20.16,0.371,0.612,0.974,spiral
12.35,-0.018,-0.899,17.4,0.563,0.967,1.0,spiral
3.903,-0.529,-0.536,16.17,0.432,1.0,1.0,spiral
-7.539,0.108,0.258,18.83,0.432,0.868,1.0,spiral
23.162,-0.032,-0.833,16.29,0.636,1.0,1.0,spiral
20.487,0.128,-0.837,15.72,1.0,1.0,0.432,elliptical
11.281,0.105,-0.764,17.9,1.0,0.722,0.284,elliptical
2.95,0.501,-0.106,19.51,0.231,0.741,1.0,spiral
23.161,0.022,-0.829,18.34,0.332,0.857,1.0,spiral
-8.003,0.972,1.367,18.22,0.403,1.0,1.0,spiral
-17.179,0.256,0.179,18.33,0.326,0.956,1.0,spiral
23.162,-0.016,-0.808,16.89,1.0,0.617,1.0,irregular
14.52,0.422,-0.222,17.14,0.561,1.0,1.0,spiral
5.871,0.782,0.259,17.19,0.471,1.0,1.0,spiral
23.162,0.027,-0.812,18.46,0.335,0.977,1.0,spiral
-11.727,0.509,1.969,18.65,0.246,0.877,1.0,spiral
13.973,0.22,-0.299,16.52,0.386,1.0,1.0,spiral
0.485,0.518,-0.144,20.39,0.857,0.281,0.711,irregular
1.484,0.219,0.671,16.92,1.0,0.893,0.152,elliptical
22.734,-0.003,-0.78,16.81,1.0,0.695,1.0,irregular
-3.68,0.882,-0.041,17.57,1.0,0.811,0.322,elliptical
-10.25,-0.364,1.642,15.73,0.583,1.0,1.0,spiral
-13.842,0.786,0.495,18.83,0.275,0.759,1.0,spiral
23.162,-0.042,-0.855,17.2,0.524,1.0,1.0,spiral
-19.69,-0.725,1.549,19.72,1.0,0.555,0.252,elliptical
-2.078,-1.072,-0.874,20.7,0.874,0.386,0.777,irregular
23.162,0.011,-0.801,17.06,1.0,0.985,0.294,elliptical
-6.668,-0.471,0.527,19.06,1.0,0.515,0.861,irregular
-18.468,-1.433,1.95,19.17,1.0,0.781,0.186,elliptical
23.162,-0.038,-0.81,18.37,0.378,1.0,0.797,dwarf
23.164,0.024,-0.77,16.89,1.0,0.839,0.156,elliptical
-17.59,-1.595,-0.799,16.47,1.0,0.924,0.236,elliptical
2.404,-0.092,-0.255,17.1,0.49,1.0,1.0,spiral
-1.985,0.599,-0.681,16.94,0.589,1.0,1.0,spiral
-24.448,-1.435,-1.173,18.96,1.0,0.676,0.285,elliptical
15.899,0.268,-0.392,17.8,1.0,0.902,0.255,elliptical
13.207,-0.085,-0.782,18.11,0.338,0.893,1.0,spiral
5.651,0.196,0.424,16.9,0.595,1.0,1.0,spiral
11.067,0.142,-0.782,16.43,1.0,0.898,0.166,elliptical
-25.794,-1.714,1.115,18.5,1.0,0.799,0.328,elliptical
-3.526,0.105,1.154,18.8,0.366,0.924,1.0,spiral
3.711,0.419,0.197,18.25,0.332,0.786,1.0,spiral
-11.214,1.352,1.299,17.24,1.0,0.77,0.412,elliptical
23.162,0.038,-0.83,18.02,0.489,0.939,1.0,spiral
13.008,-0.243,-0.304,19.55,1.0,0.382,0.813,irregular
20.598,-0.089,-0.669,17.37,0.54,0.913,1.0,spiral
21.771,0.037,-0.776,15.94,1.0,1.0,0.362,elliptical
-21.457,-0.797,0.111,19.71,0.166,0.976,0.643,dwarf
23.163,0.001,-0.788,18.42,0.411,0.792,1.0,spiral
