# Sample galaxy data (mimicking SDSS format)
# Generated for galaxy visualization testing
# Columns: ra (degrees), dec (degrees), g_mag, r_mag, i_mag, redshift, galaxy_type
# Data is synthetic but follows realistic distributions
ra,dec,g_mag,r_mag,i_mag,redshift,galaxy_type
177.652654,3.093048,18.23,17.8,17.55,0.0392,elliptical
178.941638,1.283311,15.6,14.5,14.02,0.001,elliptical
182.029744,1.874933,17.63,16.95,16.6,0.0114,spiral
180.66805,0.425206,18.25,17.65,17.01,0.0572,elliptical
177.779464,1.606559,17.16,16.35,15.79,0.001,spiral
181.087108,3.449898,17.37,16.82,16.59,0.0304,spiral
178.130741,1.056769,17.24,16.47,16.1,0.0089,spiral
178.446656,0.519907,19.01,18.03,18.05,0.0195,elliptical
179.502328,1.772649,17.86,16.7,16.25,0.0368,elliptical
181.513677,2.948042,18.54,17.5,17.17,0.001,elliptical
178.853891,3.853319,20.37,19.4,19.2,0.0493,dwarf
177.74353,3.994815,18.66,17.99,17.57,0.0343,irregular
179.207144,1.872638,17.36,16.33,15.81,0.0585,elliptical
179.239484,-0.087848,18.38,17.73,16.98,0.0433,elliptical
180.508693,3.928405,16.96,16.27,15.91,0.0189,spiral
181.813723,1.931708,19.46,19.3,18.86,0.037,irregular
181.814551,3.080202,18.68,17.84,17.29,0.0201,spiral
182.364766,0.568258,20.93,20.11,20.32,0.0265,irregular
179.365094,1.409189,17.98,17.19,16.78,0.0448,irregular
181.729921,-0.040421,16.53,15.79,15.3,0.0116,elliptical
180.080153,1.827656,17.02,16.06,15.8,0.001,irregular
181.749337,1.629995,17.27,16.61,16.05,0.0039,elliptical
179.448097,0.263667,16.47,15.8,15.57,0.001,elliptical
179.990615,0.138446,19.98,19.24,19.07,0.0223,spiral
179.89016,4.405489,17.88,16.53,16.24,0.0408,elliptical
182.363051,1.876873,17.65,16.95,16.83,0.001,irregular
179.360213,-0.42501,20.21,19.87,19.11,0.0326,irregular
180.182255,4.223411,20.3,20.0,19.48,0.0114,spiral
180.361882,3.375206,18.28,18.19,17.82,0.0074,dwarf
182.342723,0.263149,17.34,16.58,16.03,0.0054,spiral
178.130058,2.135701,16.43,15.98,15.79,0.0136,spiral
180.809656,2.37804,17.61,16.5,15.97,0.0287,elliptical
180.978135,1.095323,20.33,20.01,19.85,0.0646,dwarf
180.229629,0.172458,15.81,15.32,14.87,0.0063,irregular
178.135356,-0.484056,19.75,19.28,18.73,0.048,dwarf
181.506217,2.346451,20.3,19.49,18.91,0.0793,elliptical
179.227529,1.121211,18.09,16.99,16.9,0.0279,irregular
182.217207,2.111626,18.09,17.39,17.22,0.001,spiral
180.34343,2.943778,17.8,17.06,16.65,0.0225,spiral
180.391754,2.917736,16.39,15.5,14.99,0.0078,elliptical
180.209349,1.301996,17.16,16.35,15.79,0.0753,spiral
181.201984,2.920881,15.56,15.07,14.58,0.001,spiral
180.311686,-0.244758,17.87,17.11,16.79,0.0148,elliptical
178.829083,2.272587,16.19,15.7,15.22,0.0398,spiral
180.815418,3.46605,18.01,17.01,16.42,0.0401,elliptical
180.957621,2.149567,15.22,14.36,14.07,0.001,spiral
181.740545,2.391762,19.3,18.88,18.8,0.0243,dwarf
180.924388,0.297597,17.35,16.3,16.09,0.005,elliptical
181.268943,1.021257,19.75,19.22,19.13,0.001,dwarf
178.741625,4.390619,19.39,18.9,18.52,0.0049,spiral
182.44558,1.217947,19.38,18.15,17.76,0.0259,elliptical
179.698168,3.536044,17.28,16.34,16.09,0.0207,elliptical
180.874859,3.548291,17.24,16.77,16.44,0.0394,spiral
180.182318,2.383809,17.53,16.4,15.96,0.0164,elliptical
179.776602,0.435703,16.66,15.69,15.41,0.0196,elliptical
182.005422,2.077204,20.98,20.51,20.31,0.0295,dwarf
179.569459,2.749595,16.83,16.08,15.72,0.001,spiral
177.901473,3.057972,19.23,18.49,18.46,0.0529,spiral
178.681128,3.544569,17.02,16.36,15.93,0.001,spiral
180.377061,-0.449708,19.26,18.41,18.09,0.054,spiral
180.214842,1.347476,19.88,19.21,18.85,0.0472,irregular
182.094478,3.605192,18.04,16.93,16.35,0.0679,irregular
181.621015,0.829868,18.46,17.85,17.71,0.024,spiral
180.87036,2.581632,18.21,17.51,17.45,0.0299,irregular
182.427694,4.129638,17.02,16.15,15.85,0.001,elliptical
179.159678,0.825526,20.61,19.98,19.66,0.0323,dwarf
182.377179,4.491677,18.04,17.22,16.95,0.0634,elliptical
178.249866,0.698946,17.31,16.75,16.43,0.0408,elliptical
180.062935,2.883514,17.57,16.69,16.17,0.0292,elliptical
182.085399,2.466838,16.19,15.36,14.88,0.001,spiral
178.945279,2.972532,21.99,21.58,21.47,0.0624,irregular
179.240234,3.468659,18.71,17.53,17.13,0.001,elliptical
179.881882,0.894743,16.66,15.86,15.51,0.001,elliptical
179.866094,0.078294,17.25,16.15,15.56,0.0384,elliptical
180.927506,2.361374,17.81,17.23,16.92,0.0057,spiral
177.785771,4.480952,17.47,16.38,15.97,0.0131,elliptical
178.688653,-0.297749,16.03,15.03,14.71,0.001,spiral
182.265271,3.133052,19.75,19.37,19.05,0.0149,spiral
180.230587,-0.057784,17.84,16.79,16.36,0.0333,elliptical
181.258999,3.963064,17.58,16.55,16.01,0.0472,elliptical
180.324684,2.29708,18.67,17.54,17.24,0.0412,elliptical
180.388679,-0.081433,17.57,16.8,16.52,0.0436,spiral
179.111353,2.332816,19.08,17.97,17.62,0.0769,elliptical
181.417379,3.34092,21.42,20.8,20.18,0.0719,dwarf
181.897583,3.518376,17.86,17.02,16.85,0.0119,irregular
177.937686,4.162003,15.79,14.8,14.51,0.001,elliptical
177.621488,2.834195,17.45,16.54,16.24,0.001,elliptical
180.128225,4.224584,16.1,15.0,14.79,0.0118,elliptical
181.055191,0.674293,15.17,14.53,14.03,0.006,spiral
181.568946,4.407388,15.54,14.66,14.28,0.0288,elliptical
179.13525,1.66047,15.45,15.0,14.78,0.001,spiral
179.946585,2.658068,16.21,15.58,15.33,0.0152,elliptical
178.571515,-0.023984,18.62,17.51,17.22,0.0368,elliptical
180.432777,-0.033392,20.54,20.2,19.88,0.0652,dwarf
179.969088,0.136855,16.39,15.04,14.75,0.001,elliptical
182.350061,4.325294,19.55,19.04,18.92,0.001,irregular
178.371655,1.820538,19.23,18.68,18.09,0.0154,spiral
181.589479,2.264757,16.22,15.31,14.7,0.0189,elliptical
177.50139,-0.083259,17.64,16.5,15.99,0.0144,elliptical
177.881519,0.191008,17.14,16.17,15.97,0.0441,elliptical
178.183626,1.430442,16.45,15.78,15.46,0.001,spiral
177.827039,0.269336,20.54,20.07,19.77,0.0399,dwarf
180.408829,1.862364,18.63,17.63,17.09,0.0084,elliptical
178.468907,1.533657,16.76,16.3,16.0,0.0213,elliptical
179.133704,2.13289,19.22,19.15,19.08,0.0469,irregular
178.368037,0.681747,16.0,15.01,14.63,0.001,elliptical
177.786985,2.19468,15.59,14.77,14.36,0.001,elliptical
178.217198,-0.422924,18.38,17.56,17.28,0.0246,spiral
179.384829,-0.016676,17.93,17.23,17.14,0.0539,spiral
179.075106,2.553099,17.12,16.21,15.65,0.0351,elliptical
177.850668,0.450833,18.73,18.21,17.77,0.0587,elliptical
179.794893,0.818237,16.85,15.8,15.46,0.036,elliptical
178.059302,4.053167,18.03,16.94,16.52,0.001,elliptical
180.668146,0.806082,17.06,16.15,15.73,0.0311,elliptical
180.421847,0.256652,17.43,16.91,16.68,0.0524,irregular
179.173301,4.107908,19.08,18.61,18.1,0.0447,irregular
178.39073,0.546757,17.27,16.11,15.78,0.001,spiral
179.868937,1.79446,16.29,15.98,15.8,0.022,elliptical
182.187017,0.90739,18.0,17.69,17.3,0.046,irregular
181.547029,-0.292014,18.66,18.19,17.71,0.0427,irregular
180.635915,1.250698,20.2,19.61,19.43,0.0454,spiral
181.892057,2.015493,18.8,18.03,17.55,0.001,spiral
181.113009,4.282591,17.12,16.54,16.22,0.0188,irregular
180.695709,4.446155,16.67,15.93,15.76,0.001,elliptical
181.655781,3.93473,19.54,18.99,18.68,0.0152,spiral
181.063372,1.227842,16.2,15.59,15.16,0.001,spiral
179.128985,3.126311,18.95,18.59,18.21,0.0494,irregular
178.411176,1.460969,17.17,15.94,15.66,0.001,elliptical
182.334449,-0.266155,17.37,17.02,16.92,0.021,spiral
179.632474,3.639259,18.0,17.06,16.84,0.0113,elliptical
181.537449,2.049855,19.05,18.56,17.96,0.0512,spiral
179.811336,0.572345,17.45,17.02,16.7,0.031,spiral
177.73101,3.32075,18.24,17.06,16.68,0.0152,elliptical
179.126381,-0.394318,19.47,18.91,18.62,0.0421,spiral
180.109486,1.230018,17.86,17.46,17.46,0.0153,irregular
179.654768,2.427145,20.96,20.2,20.1,0.053,irregular
181.900144,2.990732,18.75,17.65,17.3,0.0401,elliptical
178.459327,1.684804,18.84,18.54,18.08,0.055,irregular
181.549501,0.84803,18.6,17.92,17.67,0.001,spiral
179.758366,2.066351,19.78,18.54,18.25,0.0465,irregular
177.872021,0.987728,17.23,16.36,16.26,0.0238,elliptical
181.6387,4.253573,17.8,16.93,16.73,0.023,elliptical
178.945843,2.940408,19.57,19.32,19.37,0.0149,irregular
178.400214,3.940797,15.88,15.34,15.21,0.0402,spiral
178.46501,1.052409,15.8,15.09,14.84,0.001,spiral
179.430778,3.165148,18.11,17.58,17.05,0.0158,spiral
178.763604,0.718719,20.05,19.14,18.77,0.0567,spiral
180.704342,0.660468,17.29,16.16,15.54,0.0171,elliptical
179.828106,2.83257,17.27,16.65,16.51,0.058,spiral
180.109862,-0.499853,15.77,14.96,14.9,0.0017,elliptical
179.800222,3.128755,17.26,16.29,15.73,0.001,elliptical
181.41694,4.382965,19.73,18.52,18.32,0.0062,elliptical
178.899268,2.484408,18.17,17.0,16.82,0.0437,irregular
181.927828,0.713529,17.58,16.57,16.27,0.0017,elliptical
178.288434,-0.393852,18.21,17.21,16.92,0.0265,elliptical
177.92444,2.049004,16.7,16.1,16.03,0.0186,spiral
177.844109,0.177418,18.49,17.6,17.13,0.0234,spiral
177.898268,-0.314157,17.74,17.48,17.2,0.0353,spiral
178.355994,3.489163,17.13,16.44,16.04,0.001,spiral
178.965724,0.196045,16.91,16.28,16.06,0.0323,spiral
179.024722,2.623981,17.87,16.75,16.3,0.0326,elliptical
181.311749,3.433497,18.73,17.94,17.71,0.0209,spiral
180.643056,2.879783,17.73,16.6,16.09,0.0085,elliptical
179.66696,1.673056,18.14,17.3,16.93,0.0216,elliptical
180.409597,2.244792,21.99,21.02,21.06,0.0236,spiral
180.402242,2.810779,18.81,18.21,17.84,0.0223,dwarf
182.219329,2.725031,19.1,18.51,18.09,0.02,spiral
180.861561,3.968525,19.26,18.63,18.18,0.0391,elliptical
181.240389,0.63748,18.01,17.66,17.28,0.0129,spiral
180.221853,1.750815,20.11,19.31,19.16,0.026,irregular
180.581171,-0.098314,18.91,18.52,18.41,0.0114,spiral
177.645454,-0.028237,19.12,18.07,17.93,0.0308,elliptical
178.962225,2.754142,19.3,18.87,18.67,0.0387,spiral
179.720843,0.223054,17.89,17.14,16.97,0.0297,elliptical
182.462116,2.443201,19.02,18.46,18.25,0.0183,spiral
180.35282,1.16069,19.78,19.24,18.87,0.0567,spiral
180.386483,-0.421852,17.03,16.19,15.9,0.0016,elliptical
178.623395,1.044016,18.33,16.97,16.55,0.0219,elliptical
178.983995,1.505153,17.92,17.39,17.17,0.015,spiral
181.555712,3.058588,18.64,18.09,17.75,0.0221,spiral
177.889051,3.697746,17.24,16.31,16.12,0.001,elliptical
180.076568,2.639001,14.86,14.43,14.05,0.001,spiral
178.071587,0.937546,18.21,17.48,17.22,0.0011,spiral
179.868458,2.614897,20.13,19.53,19.34,0.0473,spiral
182.061458,1.192788,17.43,16.45,16.24,0.0649,spiral
179.039009,1.704702,15.9,15.35,15.02,0.001,spiral
178.129664,3.61144,17.2,16.89,16.57,0.009,spiral
178.333738,1.969115,16.81,16.19,15.92,0.0256,spiral
179.630498,1.974406,15.59,14.92,14.57,0.0032,spiral
179.885411,2.15902,20.85,20.7,20.22,0.0385,dwarf
180.705272,4.45343,14.94,14.61,14.16,0.001,spiral
179.52998,3.48159,19.84,18.96,18.64,0.0304,elliptical
182.335894,1.457633,19.11,18.79,18.36,0.0266,spiral
179.78549,0.046523,18.35,17.78,17.44,0.0225,spiral
181.73598,1.714186,18.1,17.12,16.84,0.0185,elliptical
178.244506,4.118511,19.2,18.39,17.92,0.0304,spiral
180.772521,3.19904,17.69,17.49,17.1,0.0274,irregular
180.488136,4.466462,17.86,17.14,17.12,0.001,irregular
177.964234,3.157202,20.21,19.44,18.96,0.0163,spiral
179.891263,4.194443,16.92,16.47,16.01,0.001,spiral
178.745935,2.07682,16.75,16.21,15.74,0.0048,elliptical
177.844366,3.334829,18.38,17.83,17.37,0.001,spiral
179.579008,1.522612,18.4,17.36,16.68,0.0287,elliptical
181.388008,2.916641,19.4,18.53,18.19,0.0193,spiral
181.875443,1.566221,15.92,15.2,14.6,0.0097,spiral
180.051418,1.042947,22.0,21.81,21.81,0.042,irregular
181.201309,1.331736,20.61,20.07,19.89,0.0382,spiral
179.205543,2.227343,16.86,16.29,16.05,0.0045,spiral
178.464487,2.741277,15.24,14.33,13.98,0.006,spiral
181.762548,2.094454,19.2,18.17,17.94,0.0532,elliptical
178.12708,3.532145,18.02,17.42,17.04,0.0052,spiral
182.265791,1.977411,16.42,15.93,15.39,0.0107,elliptical
182.261662,2.216133,16.44,15.37,14.68,0.001,elliptical
178.144464,3.919853,19.61,19.04,18.85,0.0268,spiral
182.427936,2.330845,16.7,15.64,15.42,0.0085,elliptical
177.967465,1.69851,15.87,16.01,15.84,0.0128,irregular
179.949364,0.32204,18.84,18.48,18.42,0.0109,irregular
178.720925,1.347634,20.12,19.52,19.18,0.0338,irregular
179.649289,4.40533,18.46,17.57,16.96,0.0113,elliptical
179.866858,3.168059,15.41,15.02,14.6,0.0053,spiral
179.26945,0.253274,15.89,14.83,14.47,0.0128,elliptical
181.576104,0.145448,15.93,15.2,14.89,0.0108,spiral
181.157271,2.307472,19.48,18.92,18.41,0.0221,spiral
180.629016,1.965058,17.75,17.17,17.02,0.0325,irregular
180.664798,3.377226,21.13,20.18,19.68,0.0419,irregular
180.460321,0.676231,19.3,18.71,18.42,0.0198,spiral
177.795171,0.75041,20.76,20.42,20.18,0.0461,dwarf
182.266715,-0.155649,16.44,15.76,15.36,0.001,irregular
178.890441,2.846542,19.73,19.07,18.86,0.0085,spiral
179.884442,2.648175,16.9,16.42,16.34,0.0205,spiral
179.483038,-0.326605,20.16,19.58,19.5,0.0236,spiral
180.080385,-0.251192,17.4,16.92,16.71,0.0111,spiral
181.486193,0.873655,16.17,15.86,15.65,0.019,spiral
179.802734,1.990832,18.83,17.98,17.7,0.0297,spiral
181.597577,0.701908,16.29,15.56,15.02,0.001,spiral
178.013292,0.138672,15.72,14.87,14.12,0.0035,elliptical
179.525345,0.36467,17.9,17.17,17.06,0.0121,elliptical
178.647043,1.992467,19.51,19.06,18.79,0.0199,spiral
178.734184,0.926769,18.34,17.62,17.27,0.001,spiral
178.269146,3.926415,18.22,17.54,17.29,0.0302,spiral
181.774629,0.447734,21.46,21.3,21.3,0.1094,dwarf
179.643158,1.418144,18.33,17.72,17.25,0.0387,spiral
180.771223,2.078584,16.89,16.66,16.16,0.001,irregular
177.500482,3.675755,17.14,16.52,16.32,0.0091,spiral
177.556369,3.441291,17.19,16.38,16.19,0.0172,spiral
178.452407,1.85652,18.46,17.91,17.7,0.001,spiral
179.186772,4.477319,18.65,18.1,18.01,0.0337,spiral
178.759969,3.054781,16.52,15.7,15.44,0.0096,spiral
178.745753,1.695069,20.39,20.04,19.72,0.0222,irregular
179.443342,3.8173,16.92,15.89,15.46,0.0213,elliptical
180.028222,2.544185,16.81,16.53,16.12,0.0014,irregular
178.187266,1.653097,17.57,16.64,16.4,0.0261,elliptical
180.602258,4.12817,15.73,14.99,14.67,0.0323,spiral
178.814623,2.017097,18.83,18.52,18.37,0.0356,spiral
182.145793,-0.46674,17.2,16.63,16.54,0.001,spiral
180.943031,3.121415,19.72,18.87,18.32,0.0411,elliptical
182.328519,-0.06026,20.7,19.91,19.62,0.0246,irregular
179.29286,2.427817,17.06,16.22,15.62,0.001,elliptical
180.869011,2.544136,19.06,18.04,17.5,0.0289,irregular
181.919844,3.745424,19.17,18.19,18.01,0.04,elliptical
181.934007,1.966818,18.37,17.57,17.44,0.001,dwarf
178.603059,4.108155,16.89,15.88,15.49,0.001,elliptical
182.181162,0.06528,16.47,15.43,14.99,0.0391,elliptical
180.23614,1.552153,17.1,16.61,16.19,0.0204,spiral
178.687633,0.362617,16.94,16.27,16.15,0.0245,spiral
181.685889,-0.383871,18.96,17.89,17.46,0.0455,elliptical
178.143029,3.117588,17.8,16.65,16.18,0.0078,elliptical
180.432397,0.336915,18.11,17.49,17.28,0.0103,spiral
179.388501,3.912555,16.9,16.32,16.27,0.0174,spiral
179.374498,0.28031,16.43,15.59,15.08,0.0123,elliptical
181.959793,2.244146,18.5,17.49,17.22,0.0468,elliptical
178.103928,3.085994,21.37,20.41,19.99,0.0119,irregular
179.778984,4.122933,18.8,18.4,18.13,0.026,spiral
181.507452,1.122838,21.05,21.11,20.83,0.0258,dwarf
178.825175,2.910828,18.25,17.27,17.07,0.0192,spiral
177.812089,3.460858,17.24,16.35,15.86,0.0332,elliptical
177.884068,0.882719,18.02,17.2,16.68,0.001,spiral
181.229074,2.765185,19.55,19.33,19.21,0.0105,irregular
181.368647,2.790621,17.37,16.88,16.86,0.0034,spiral
179.084311,1.645185,15.94,15.19,14.63,0.0023,elliptical
180.997302,1.200644,19.71,19.08,18.71,0.0427,dwarf
179.864963,3.147163,18.42,17.99,17.83,0.001,spiral
179.037092,1.778065,17.8,17.39,16.93,0.0153,spiral
179.15186,2.884301,19.66,19.27,19.27,0.0563,spiral
179.916551,3.722152,16.26,15.25,14.72,0.001,elliptical
177.669171,2.906332,21.03,20.25,19.87,0.0564,dwarf
179.05162,1.733269,18.89,17.94,17.71,0.001,elliptical
178.746191,2.692891,16.95,16.34,15.99,0.0466,spiral
181.211149,0.75011,18.68,17.86,17.61,0.0084,irregular
180.735107,2.497244,19.37,18.66,18.59,0.0407,irregular
179.466689,1.150635,17.86,16.91,16.85,0.0189,spiral
178.335758,1.546822,18.54,18.02,17.66,0.0244,spiral
177.521814,4.102882,18.78,17.81,17.46,0.0298,elliptical
182.026589,3.86585,17.68,16.82,16.72,0.0237,elliptical
182.466549,0.322577,15.73,15.0,14.92,0.001,spiral
181.413106,0.873225,17.38,16.57,16.44,0.0343,irregular
179.533029,-0.108615,18.04,16.91,16.37,0.0228,elliptical
179.706543,4.47884,16.99,16.06,15.82,0.0332,elliptical
178.138697,0.240731,19.48,18.43,17.87,0.0316,elliptical
177.842672,0.107241,18.38,17.86,17.37,0.001,spiral
181.324525,2.236055,19.72,18.91,18.87,0.052,elliptical
180.588933,4.307633,22.0,21.82,21.48,0.0117,irregular
181.168204,3.689566,18.43,18.06,17.61,0.0497,spiral
178.747656,2.772235,18.07,17.23,16.66,0.0225,elliptical
179.589818,2.664646,20.56,20.19,20.17,0.0343,irregular
181.200602,1.174171,19.9,19.19,19.1,0.0411,dwarf
177.7081,0.977972,18.27,18.03,17.89,0.0393,spiral
179.536786,1.414515,17.61,17.5,17.22,0.001,spiral
178.802336,-0.18206,18.01,17.26,16.82,0.001,spiral
179.276737,1.30598,19.05,18.57,18.07,0.0226,irregular
180.175345,1.288518,18.79,18.18,17.84,0.0175,elliptical
177.573421,0.42244,18.9,18.27,18.03,0.0227,spiral
180.176427,0.405387,17.02,16.12,15.76,0.0271,elliptical
178.29188,0.033922,18.32,17.46,16.96,0.0058,elliptical
178.428955,3.858531,17.22,16.07,15.65,0.001,elliptical
178.862749,0.423102,21.5,20.93,20.62,0.0627,irregular
178.843741,0.646673,18.16,17.4,17.32,0.0306,spiral
178.625605,1.336526,17.62,16.96,16.68,0.0571,spiral
180.886178,3.673483,17.87,16.64,16.16,0.0092,spiral
177.551303,1.050537,19.7,18.97,18.52,0.0268,irregular
177.920244,0.826973,18.33,17.91,17.58,0.0132,spiral
179.244167,-0.221481,15.49,15.15,14.69,0.0707,spiral
179.298093,3.996105,19.0,18.79,18.58,0.021,spiral
177.531614,4.226497,17.61,16.87,16.48,0.0205,elliptical
182.396992,0.092598,18.08,17.91,17.57,0.0491,spiral
180.826362,1.860966,18.71,17.75,17.47,0.0422,elliptical
180.122403,3.874756,15.46,15.03,14.91,0.001,irregular
178.219197,4.498146,16.13,15.43,14.92,0.001,elliptical
180.065955,0.857452,17.25,16.02,15.45,0.03,elliptical
177.747645,3.877639,18.07,17.5,17.19,0.0306,spiral
180.578158,4.154902,17.2,16.62,16.38,0.0028,elliptical
178.570587,-0.194537,19.29,18.86,18.34,0.0129,spiral
182.480784,2.408669,14.91,13.8,13.29,0.001,elliptical
178.799132,0.042724,18.01,16.93,16.43,0.0491,elliptical
181.231849,1.222392,18.97,18.25,18.04,0.0346,spiral
178.357018,0.486056,16.86,16.06,15.63,0.001,elliptical
178.9985,0.41494,17.34,17.06,16.8,0.0159,spiral
178.41629,-0.098633,21.76,21.17,20.82,0.0517,dwarf
180.644923,1.529878,17.04,16.29,15.57,0.0224,elliptical
178.583799,4.459333,19.72,19.2,18.81,0.0375,irregular
181.258787,0.586732,19.35,18.94,18.53,0.0551,spiral
180.227935,1.510357,21.95,21.28,21.03,0.0714,dwarf
178.829409,3.816628,18.1,17.71,17.65,0.0239,spiral
178.209909,0.212474,22.0,21.5,21.3,0.0369,irregular
179.980321,3.006324,21.22,20.84,20.46,0.0555,dwarf
179.662802,0.086382,21.34,21.59,21.32,0.0623,dwarf
180.88087,3.049747,17.59,16.55,15.96,0.0184,elliptical
179.033811,2.779604,17.41,16.51,16.23,0.0019,spiral
181.400527,0.879771,22.0,21.01,20.71,0.0434,dwarf
180.143438,2.207131,16.84,16.22,15.86,0.0338,spiral
181.971535,1.444943,16.86,15.93,15.73,0.001,spiral
178.073643,0.514133,19.23,17.98,17.62,0.005,elliptical
182.105035,3.804758,17.85,16.82,16.21,0.0096,elliptical
179.010105,3.773274,17.0,16.23,16.03,0.0419,spiral
177.592299,1.159245,15.54,14.87,14.45,0.001,spiral
179.106804,0.909017,18.15,17.48,17.11,0.0091,elliptical
178.077903,0.983014,16.83,15.84,15.49,0.012,elliptical
178.582737,2.001633,20.48,19.84,19.54,0.0721,dwarf
181.258488,2.765428,18.97,18.12,17.45,0.0203,elliptical
181.851239,2.777892,19.71,18.76,18.32,0.0224,elliptical
179.374644,0.176122,14.0,13.55,12.86,0.001,irregular
178.47317,2.627458,19.43,18.68,18.58,0.014,spiral
179.364489,2.378192,17.25,16.28,15.98,0.001,spiral
180.370483,1.231449,20.87,19.99,19.74,0.0353,irregular
181.753937,2.841504,17.48,16.68,16.38,0.032,spiral
181.433057,2.559768,18.45,17.89,17.6,0.001,spiral
178.962988,0.459176,18.03,17.05,16.67,0.0077,elliptical
178.376412,4.033574,14.51,13.89,13.59,0.001,elliptical
180.328128,3.585343,18.72,18.03,17.51,0.0081,spiral
182.13354,-0.043325,18.07,17.38,17.09,0.0498,spiral
181.876236,1.028458,17.31,16.98,16.79,0.001,spiral
180.951889,1.650501,16.13,15.25,14.87,0.0029,elliptical
182.212212,3.704946,20.38,20.37,20.19,0.0176,dwarf
178.718444,3.763839,16.89,16.46,16.05,0.0363,spiral
178.181323,2.528225,22.0,21.78,21.96,0.0697,irregular
177.512865,0.431471,16.56,16.35,15.94,0.0102,irregular
179.01231,0.615446,20.33,19.53,19.69,0.0748,irregular
180.689259,0.584544,21.7,21.35,21.34,0.0782,irregular
179.293976,3.1672,19.87,19.1,19.05,0.0629,dwarf
179.697966,0.115267,20.65,20.04,19.88,0.0398,irregular
181.577275,3.894883,16.44,15.75,15.45,0.001,spiral
182.251617,2.45247,16.52,16.12,15.95,0.001,spiral
177.832647,3.28542,18.5,18.12,17.79,0.0336,spiral
178.458991,1.570616,18.74,18.36,18.29,0.001,irregular
180.293236,1.968416,15.26,14.89,14.57,0.001,spiral
181.830404,3.048226,20.28,19.71,19.19,0.0531,spiral
182.309671,0.736932,21.12,20.88,20.5,0.0624,dwarf
179.688575,0.346859,15.94,14.88,14.72,0.001,elliptical
182.073955,3.518507,19.27,18.89,18.46,0.0157,irregular
181.955441,3.329617,21.98,21.88,21.37,0.0578,irregular
180.315333,3.04934,17.61,16.48,15.86,0.0218,elliptical
180.895167,1.658243,19.62,18.89,18.87,0.045,dwarf
182.391245,0.009511,17.91,16.94,16.54,0.0177,elliptical
177.943791,0.798073,19.59,18.85,18.66,0.049,irregular
181.640714,2.924755,17.21,16.44,15.95,0.001,elliptical
181.299407,0.042384,16.52,15.95,15.79,0.0069,spiral
181.311442,-0.072104,19.16,18.59,18.4,0.0292,spiral
180.217072,3.124775,16.59,15.94,15.82,0.001,spiral
178.868262,2.705055,16.59,15.79,15.33,0.0237,elliptical
180.897801,3.471541,20.89,20.92,20.83,0.0579,dwarf
179.034123,1.033234,19.01,18.09,17.78,0.0667,spiral
182.277306,2.103276,17.12,16.25,15.8,0.0171,elliptical
181.754317,3.508283,19.92,19.26,18.9,0.0416,spiral
180.888469,2.303384,21.01,20.5,20.24,0.0446,dwarf
